Longitude,Latitude
-92.22235870399999,13.738282203999972
-92.22235870399999,13.838282203999972
-92.22235870399999,13.938282203999972
-92.22235870399999,14.038282203999971
-92.22235870399999,14.138282203999971
-92.22235870399999,14.23828220399997
-92.22235870399999,14.33828220399997
-92.22235870399999,14.43828220399997
-92.22235870399999,14.53828220399997
-92.22235870399999,14.63828220399997
-92.22235870399999,14.738282203999969
-92.22235870399999,14.838282203999968
-92.22235870399999,14.938282203999968
-92.22235870399999,15.038282203999968
-92.22235870399999,15.138282203999967
-92.22235870399999,15.238282203999967
-92.22235870399999,15.338282203999967
-92.22235870399999,15.438282203999966
-92.22235870399999,15.538282203999966
-92.22235870399999,15.638282203999966
-92.22235870399999,15.738282203999965
-92.22235870399999,15.838282203999965
-92.22235870399999,15.938282203999965
-92.22235870399999,16.038282203999962
-92.22235870399999,16.138282203999964
-92.22235870399999,16.238282203999965
-92.22235870399999,16.338282203999963
-92.22235870399999,16.43828220399996
-92.22235870399999,16.538282203999962
-92.22235870399999,16.638282203999964
-92.22235870399999,16.73828220399996
-92.22235870399999,16.83828220399996
-92.22235870399999,16.93828220399996
-92.22235870399999,17.038282203999962
-92.22235870399999,17.13828220399996
-92.22235870399999,17.238282203999958
-92.22235870399999,17.33828220399996
-92.22235870399999,17.43828220399996
-92.22235870399999,17.53828220399996
-92.22235870399999,17.638282203999957
-92.22235870399999,17.738282203999958
-92.12235870399999,13.738282203999972
-92.12235870399999,13.838282203999972
-92.12235870399999,13.938282203999972
-92.12235870399999,14.038282203999971
-92.12235870399999,14.138282203999971
-92.12235870399999,14.23828220399997
-92.12235870399999,14.33828220399997
-92.12235870399999,14.43828220399997
-92.12235870399999,14.53828220399997
-92.12235870399999,14.63828220399997
-92.12235870399999,14.738282203999969
-92.12235870399999,14.838282203999968
-92.12235870399999,14.938282203999968
-92.12235870399999,15.038282203999968
-92.12235870399999,15.138282203999967
-92.12235870399999,15.238282203999967
-92.12235870399999,15.338282203999967
-92.12235870399999,15.438282203999966
-92.12235870399999,15.538282203999966
-92.12235870399999,15.638282203999966
-92.12235870399999,15.738282203999965
-92.12235870399999,15.838282203999965
-92.12235870399999,15.938282203999965
-92.12235870399999,16.038282203999962
-92.12235870399999,16.138282203999964
-92.12235870399999,16.238282203999965
-92.12235870399999,16.338282203999963
-92.12235870399999,16.43828220399996
-92.12235870399999,16.538282203999962
-92.12235870399999,16.638282203999964
-92.12235870399999,16.73828220399996
-92.12235870399999,16.83828220399996
-92.12235870399999,16.93828220399996
-92.12235870399999,17.038282203999962
-92.12235870399999,17.13828220399996
-92.12235870399999,17.238282203999958
-92.12235870399999,17.33828220399996
-92.12235870399999,17.43828220399996
-92.12235870399999,17.53828220399996
-92.12235870399999,17.638282203999957
-92.12235870399999,17.738282203999958
-92.022358704,13.738282203999972
-92.022358704,13.838282203999972
-92.022358704,13.938282203999972
-92.022358704,14.038282203999971
-92.022358704,14.138282203999971
-92.022358704,14.23828220399997
-92.022358704,14.33828220399997
-92.022358704,14.43828220399997
-92.022358704,14.53828220399997
-92.022358704,14.63828220399997
-92.022358704,14.738282203999969
-92.022358704,14.838282203999968
-92.022358704,14.938282203999968
-92.022358704,15.038282203999968
-92.022358704,15.138282203999967
-92.022358704,15.238282203999967
-92.022358704,15.338282203999967
-92.022358704,15.438282203999966
-92.022358704,15.538282203999966
-92.022358704,15.638282203999966
-92.022358704,15.738282203999965
-92.022358704,15.838282203999965
-92.022358704,15.938282203999965
-92.022358704,16.038282203999962
-92.022358704,16.138282203999964
-92.022358704,16.238282203999965
-92.022358704,16.338282203999963
-92.022358704,16.43828220399996
-92.022358704,16.538282203999962
-92.022358704,16.638282203999964
-92.022358704,16.73828220399996
-92.022358704,16.83828220399996
-92.022358704,16.93828220399996
-92.022358704,17.038282203999962
-92.022358704,17.13828220399996
-92.022358704,17.238282203999958
-92.022358704,17.33828220399996
-92.022358704,17.43828220399996
-92.022358704,17.53828220399996
-92.022358704,17.638282203999957
-92.022358704,17.738282203999958
-91.922358704,13.738282203999972
-91.922358704,13.838282203999972
-91.922358704,13.938282203999972
-91.922358704,14.038282203999971
-91.922358704,14.138282203999971
-91.922358704,14.23828220399997
-91.922358704,14.33828220399997
-91.922358704,14.43828220399997
-91.922358704,14.53828220399997
-91.922358704,14.63828220399997
-91.922358704,14.738282203999969
-91.922358704,14.838282203999968
-91.922358704,14.938282203999968
-91.922358704,15.038282203999968
-91.922358704,15.138282203999967
-91.922358704,15.238282203999967
-91.922358704,15.338282203999967
-91.922358704,15.438282203999966
-91.922358704,15.538282203999966
-91.922358704,15.638282203999966
-91.922358704,15.738282203999965
-91.922358704,15.838282203999965
-91.922358704,15.938282203999965
-91.922358704,16.038282203999962
-91.922358704,16.138282203999964
-91.922358704,16.238282203999965
-91.922358704,16.338282203999963
-91.922358704,16.43828220399996
-91.922358704,16.538282203999962
-91.922358704,16.638282203999964
-91.922358704,16.73828220399996
-91.922358704,16.83828220399996
-91.922358704,16.93828220399996
-91.922358704,17.038282203999962
-91.922358704,17.13828220399996
-91.922358704,17.238282203999958
-91.922358704,17.33828220399996
-91.922358704,17.43828220399996
-91.922358704,17.53828220399996
-91.922358704,17.638282203999957
-91.922358704,17.738282203999958
-91.82235870400001,13.738282203999972
-91.82235870400001,13.838282203999972
-91.82235870400001,13.938282203999972
-91.82235870400001,14.038282203999971
-91.82235870400001,14.138282203999971
-91.82235870400001,14.23828220399997
-91.82235870400001,14.33828220399997
-91.82235870400001,14.43828220399997
-91.82235870400001,14.53828220399997
-91.82235870400001,14.63828220399997
-91.82235870400001,14.738282203999969
-91.82235870400001,14.838282203999968
-91.82235870400001,14.938282203999968
-91.82235870400001,15.038282203999968
-91.82235870400001,15.138282203999967
-91.82235870400001,15.238282203999967
-91.82235870400001,15.338282203999967
-91.82235870400001,15.438282203999966
-91.82235870400001,15.538282203999966
-91.82235870400001,15.638282203999966
-91.82235870400001,15.738282203999965
-91.82235870400001,15.838282203999965
-91.82235870400001,15.938282203999965
-91.82235870400001,16.038282203999962
-91.82235870400001,16.138282203999964
-91.82235870400001,16.238282203999965
-91.82235870400001,16.338282203999963
-91.82235870400001,16.43828220399996
-91.82235870400001,16.538282203999962
-91.82235870400001,16.638282203999964
-91.82235870400001,16.73828220399996
-91.82235870400001,16.83828220399996
-91.82235870400001,16.93828220399996
-91.82235870400001,17.038282203999962
-91.82235870400001,17.13828220399996
-91.82235870400001,17.238282203999958
-91.82235870400001,17.33828220399996
-91.82235870400001,17.43828220399996
-91.82235870400001,17.53828220399996
-91.82235870400001,17.638282203999957
-91.82235870400001,17.738282203999958
-91.72235870400002,13.738282203999972
-91.72235870400002,13.838282203999972
-91.72235870400002,13.938282203999972
-91.72235870400002,14.038282203999971
-91.72235870400002,14.138282203999971
-91.72235870400002,14.23828220399997
-91.72235870400002,14.33828220399997
-91.72235870400002,14.43828220399997
-91.72235870400002,14.53828220399997
-91.72235870400002,14.63828220399997
-91.72235870400002,14.738282203999969
-91.72235870400002,14.838282203999968
-91.72235870400002,14.938282203999968
-91.72235870400002,15.038282203999968
-91.72235870400002,15.138282203999967
-91.72235870400002,15.238282203999967
-91.72235870400002,15.338282203999967
-91.72235870400002,15.438282203999966
-91.72235870400002,15.538282203999966
-91.72235870400002,15.638282203999966
-91.72235870400002,15.738282203999965
-91.72235870400002,15.838282203999965
-91.72235870400002,15.938282203999965
-91.72235870400002,16.038282203999962
-91.72235870400002,16.138282203999964
-91.72235870400002,16.238282203999965
-91.72235870400002,16.338282203999963
-91.72235870400002,16.43828220399996
-91.72235870400002,16.538282203999962
-91.72235870400002,16.638282203999964
-91.72235870400002,16.73828220399996
-91.72235870400002,16.83828220399996
-91.72235870400002,16.93828220399996
-91.72235870400002,17.038282203999962
-91.72235870400002,17.13828220399996
-91.72235870400002,17.238282203999958
-91.72235870400002,17.33828220399996
-91.72235870400002,17.43828220399996
-91.72235870400002,17.53828220399996
-91.72235870400002,17.638282203999957
-91.72235870400002,17.738282203999958
-91.62235870400002,13.738282203999972
-91.62235870400002,13.838282203999972
-91.62235870400002,13.938282203999972
-91.62235870400002,14.038282203999971
-91.62235870400002,14.138282203999971
-91.62235870400002,14.23828220399997
-91.62235870400002,14.33828220399997
-91.62235870400002,14.43828220399997
-91.62235870400002,14.53828220399997
-91.62235870400002,14.63828220399997
-91.62235870400002,14.738282203999969
-91.62235870400002,14.838282203999968
-91.62235870400002,14.938282203999968
-91.62235870400002,15.038282203999968
-91.62235870400002,15.138282203999967
-91.62235870400002,15.238282203999967
-91.62235870400002,15.338282203999967
-91.62235870400002,15.438282203999966
-91.62235870400002,15.538282203999966
-91.62235870400002,15.638282203999966
-91.62235870400002,15.738282203999965
-91.62235870400002,15.838282203999965
-91.62235870400002,15.938282203999965
-91.62235870400002,16.038282203999962
-91.62235870400002,16.138282203999964
-91.62235870400002,16.238282203999965
-91.62235870400002,16.338282203999963
-91.62235870400002,16.43828220399996
-91.62235870400002,16.538282203999962
-91.62235870400002,16.638282203999964
-91.62235870400002,16.73828220399996
-91.62235870400002,16.83828220399996
-91.62235870400002,16.93828220399996
-91.62235870400002,17.038282203999962
-91.62235870400002,17.13828220399996
-91.62235870400002,17.238282203999958
-91.62235870400002,17.33828220399996
-91.62235870400002,17.43828220399996
-91.62235870400002,17.53828220399996
-91.62235870400002,17.638282203999957
-91.62235870400002,17.738282203999958
-91.52235870400003,13.738282203999972
-91.52235870400003,13.838282203999972
-91.52235870400003,13.938282203999972
-91.52235870400003,14.038282203999971
-91.52235870400003,14.138282203999971
-91.52235870400003,14.23828220399997
-91.52235870400003,14.33828220399997
-91.52235870400003,14.43828220399997
-91.52235870400003,14.53828220399997
-91.52235870400003,14.63828220399997
-91.52235870400003,14.738282203999969
-91.52235870400003,14.838282203999968
-91.52235870400003,14.938282203999968
-91.52235870400003,15.038282203999968
-91.52235870400003,15.138282203999967
-91.52235870400003,15.238282203999967
-91.52235870400003,15.338282203999967
-91.52235870400003,15.438282203999966
-91.52235870400003,15.538282203999966
-91.52235870400003,15.638282203999966
-91.52235870400003,15.738282203999965
-91.52235870400003,15.838282203999965
-91.52235870400003,15.938282203999965
-91.52235870400003,16.038282203999962
-91.52235870400003,16.138282203999964
-91.52235870400003,16.238282203999965
-91.52235870400003,16.338282203999963
-91.52235870400003,16.43828220399996
-91.52235870400003,16.538282203999962
-91.52235870400003,16.638282203999964
-91.52235870400003,16.73828220399996
-91.52235870400003,16.83828220399996
-91.52235870400003,16.93828220399996
-91.52235870400003,17.038282203999962
-91.52235870400003,17.13828220399996
-91.52235870400003,17.238282203999958
-91.52235870400003,17.33828220399996
-91.52235870400003,17.43828220399996
-91.52235870400003,17.53828220399996
-91.52235870400003,17.638282203999957
-91.52235870400003,17.738282203999958
-91.42235870400003,13.738282203999972
-91.42235870400003,13.838282203999972
-91.42235870400003,13.938282203999972
-91.42235870400003,14.038282203999971
-91.42235870400003,14.138282203999971
-91.42235870400003,14.23828220399997
-91.42235870400003,14.33828220399997
-91.42235870400003,14.43828220399997
-91.42235870400003,14.53828220399997
-91.42235870400003,14.63828220399997
-91.42235870400003,14.738282203999969
-91.42235870400003,14.838282203999968
-91.42235870400003,14.938282203999968
-91.42235870400003,15.038282203999968
-91.42235870400003,15.138282203999967
-91.42235870400003,15.238282203999967
-91.42235870400003,15.338282203999967
-91.42235870400003,15.438282203999966
-91.42235870400003,15.538282203999966
-91.42235870400003,15.638282203999966
-91.42235870400003,15.738282203999965
-91.42235870400003,15.838282203999965
-91.42235870400003,15.938282203999965
-91.42235870400003,16.038282203999962
-91.42235870400003,16.138282203999964
-91.42235870400003,16.238282203999965
-91.42235870400003,16.338282203999963
-91.42235870400003,16.43828220399996
-91.42235870400003,16.538282203999962
-91.42235870400003,16.638282203999964
-91.42235870400003,16.73828220399996
-91.42235870400003,16.83828220399996
-91.42235870400003,16.93828220399996
-91.42235870400003,17.038282203999962
-91.42235870400003,17.13828220399996
-91.42235870400003,17.238282203999958
-91.42235870400003,17.33828220399996
-91.42235870400003,17.43828220399996
-91.42235870400003,17.53828220399996
-91.42235870400003,17.638282203999957
-91.42235870400003,17.738282203999958
-91.32235870400004,13.738282203999972
-91.32235870400004,13.838282203999972
-91.32235870400004,13.938282203999972
-91.32235870400004,14.038282203999971
-91.32235870400004,14.138282203999971
-91.32235870400004,14.23828220399997
-91.32235870400004,14.33828220399997
-91.32235870400004,14.43828220399997
-91.32235870400004,14.53828220399997
-91.32235870400004,14.63828220399997
-91.32235870400004,14.738282203999969
-91.32235870400004,14.838282203999968
-91.32235870400004,14.938282203999968
-91.32235870400004,15.038282203999968
-91.32235870400004,15.138282203999967
-91.32235870400004,15.238282203999967
-91.32235870400004,15.338282203999967
-91.32235870400004,15.438282203999966
-91.32235870400004,15.538282203999966
-91.32235870400004,15.638282203999966
-91.32235870400004,15.738282203999965
-91.32235870400004,15.838282203999965
-91.32235870400004,15.938282203999965
-91.32235870400004,16.038282203999962
-91.32235870400004,16.138282203999964
-91.32235870400004,16.238282203999965
-91.32235870400004,16.338282203999963
-91.32235870400004,16.43828220399996
-91.32235870400004,16.538282203999962
-91.32235870400004,16.638282203999964
-91.32235870400004,16.73828220399996
-91.32235870400004,16.83828220399996
-91.32235870400004,16.93828220399996
-91.32235870400004,17.038282203999962
-91.32235870400004,17.13828220399996
-91.32235870400004,17.238282203999958
-91.32235870400004,17.33828220399996
-91.32235870400004,17.43828220399996
-91.32235870400004,17.53828220399996
-91.32235870400004,17.638282203999957
-91.32235870400004,17.738282203999958
-91.22235870400004,13.738282203999972
-91.22235870400004,13.838282203999972
-91.22235870400004,13.938282203999972
-91.22235870400004,14.038282203999971
-91.22235870400004,14.138282203999971
-91.22235870400004,14.23828220399997
-91.22235870400004,14.33828220399997
-91.22235870400004,14.43828220399997
-91.22235870400004,14.53828220399997
-91.22235870400004,14.63828220399997
-91.22235870400004,14.738282203999969
-91.22235870400004,14.838282203999968
-91.22235870400004,14.938282203999968
-91.22235870400004,15.038282203999968
-91.22235870400004,15.138282203999967
-91.22235870400004,15.238282203999967
-91.22235870400004,15.338282203999967
-91.22235870400004,15.438282203999966
-91.22235870400004,15.538282203999966
-91.22235870400004,15.638282203999966
-91.22235870400004,15.738282203999965
-91.22235870400004,15.838282203999965
-91.22235870400004,15.938282203999965
-91.22235870400004,16.038282203999962
-91.22235870400004,16.138282203999964
-91.22235870400004,16.238282203999965
-91.22235870400004,16.338282203999963
-91.22235870400004,16.43828220399996
-91.22235870400004,16.538282203999962
-91.22235870400004,16.638282203999964
-91.22235870400004,16.73828220399996
-91.22235870400004,16.83828220399996
-91.22235870400004,16.93828220399996
-91.22235870400004,17.038282203999962
-91.22235870400004,17.13828220399996
-91.22235870400004,17.238282203999958
-91.22235870400004,17.33828220399996
-91.22235870400004,17.43828220399996
-91.22235870400004,17.53828220399996
-91.22235870400004,17.638282203999957
-91.22235870400004,17.738282203999958
-91.12235870400005,13.738282203999972
-91.12235870400005,13.838282203999972
-91.12235870400005,13.938282203999972
-91.12235870400005,14.038282203999971
-91.12235870400005,14.138282203999971
-91.12235870400005,14.23828220399997
-91.12235870400005,14.33828220399997
-91.12235870400005,14.43828220399997
-91.12235870400005,14.53828220399997
-91.12235870400005,14.63828220399997
-91.12235870400005,14.738282203999969
-91.12235870400005,14.838282203999968
-91.12235870400005,14.938282203999968
-91.12235870400005,15.038282203999968
-91.12235870400005,15.138282203999967
-91.12235870400005,15.238282203999967
-91.12235870400005,15.338282203999967
-91.12235870400005,15.438282203999966
-91.12235870400005,15.538282203999966
-91.12235870400005,15.638282203999966
-91.12235870400005,15.738282203999965
-91.12235870400005,15.838282203999965
-91.12235870400005,15.938282203999965
-91.12235870400005,16.038282203999962
-91.12235870400005,16.138282203999964
-91.12235870400005,16.238282203999965
-91.12235870400005,16.338282203999963
-91.12235870400005,16.43828220399996
-91.12235870400005,16.538282203999962
-91.12235870400005,16.638282203999964
-91.12235870400005,16.73828220399996
-91.12235870400005,16.83828220399996
-91.12235870400005,16.93828220399996
-91.12235870400005,17.038282203999962
-91.12235870400005,17.13828220399996
-91.12235870400005,17.238282203999958
-91.12235870400005,17.33828220399996
-91.12235870400005,17.43828220399996
-91.12235870400005,17.53828220399996
-91.12235870400005,17.638282203999957
-91.12235870400005,17.738282203999958
-91.02235870400006,13.738282203999972
-91.02235870400006,13.838282203999972
-91.02235870400006,13.938282203999972
-91.02235870400006,14.038282203999971
-91.02235870400006,14.138282203999971
-91.02235870400006,14.23828220399997
-91.02235870400006,14.33828220399997
-91.02235870400006,14.43828220399997
-91.02235870400006,14.53828220399997
-91.02235870400006,14.63828220399997
-91.02235870400006,14.738282203999969
-91.02235870400006,14.838282203999968
-91.02235870400006,14.938282203999968
-91.02235870400006,15.038282203999968
-91.02235870400006,15.138282203999967
-91.02235870400006,15.238282203999967
-91.02235870400006,15.338282203999967
-91.02235870400006,15.438282203999966
-91.02235870400006,15.538282203999966
-91.02235870400006,15.638282203999966
-91.02235870400006,15.738282203999965
-91.02235870400006,15.838282203999965
-91.02235870400006,15.938282203999965
-91.02235870400006,16.038282203999962
-91.02235870400006,16.138282203999964
-91.02235870400006,16.238282203999965
-91.02235870400006,16.338282203999963
-91.02235870400006,16.43828220399996
-91.02235870400006,16.538282203999962
-91.02235870400006,16.638282203999964
-91.02235870400006,16.73828220399996
-91.02235870400006,16.83828220399996
-91.02235870400006,16.93828220399996
-91.02235870400006,17.038282203999962
-91.02235870400006,17.13828220399996
-91.02235870400006,17.238282203999958
-91.02235870400006,17.33828220399996
-91.02235870400006,17.43828220399996
-91.02235870400006,17.53828220399996
-91.02235870400006,17.638282203999957
-91.02235870400006,17.738282203999958
-90.92235870400006,13.738282203999972
-90.92235870400006,13.838282203999972
-90.92235870400006,13.938282203999972
-90.92235870400006,14.038282203999971
-90.92235870400006,14.138282203999971
-90.92235870400006,14.23828220399997
-90.92235870400006,14.33828220399997
-90.92235870400006,14.43828220399997
-90.92235870400006,14.53828220399997
-90.92235870400006,14.63828220399997
-90.92235870400006,14.738282203999969
-90.92235870400006,14.838282203999968
-90.92235870400006,14.938282203999968
-90.92235870400006,15.038282203999968
-90.92235870400006,15.138282203999967
-90.92235870400006,15.238282203999967
-90.92235870400006,15.338282203999967
-90.92235870400006,15.438282203999966
